location,transit_id,school_id
1700 block s 29th st,NA,NA
s 56th st  /  pemberton st,NA,NA
1700 block w butler st,NA,NA
2900 block s 70th st,NA,NA
6200 block crittenden st,NA,PARKWAY-NORTHWEST HIGH SCHOOL
7500 block mayland st,NA,NA
7500 block mayland ave,NA,NA
5200 block beaumont st,NA,NA
4700 block darrah st,NA,NA
1900 block s 60th st,NA,NA
2700 block n park ave,NA,YES PHILLY
2700 block park ave,NA,YES PHILLY
300 block w westmorland st,NA,"MUNOZ-MARIN, HON LUIS SCHOOL"
2200 block edgely st,NA,NA
4800 block hellerman st,NA,NA
1100 block n 64th st,NA,NA
2000 block e ann st,NA,NA
2900 block marha st,NA,NA
4000 block brown st,NA,NA
6100 block ludlow st,NA,NA
5400 block gibson dr,NA,NA
500 block w clearfield st,NA,NA
1700 block w courtland st,NA,NA
b and clearfield st,NA,NA
1300 block s 49th st,NA,NA
300 block n horton st,NA,NA
17th & cayuga st(blavis),NA,NA
17th & w cayuga st,NA,NA
1200 block w cumberland st,NA,NA
n 33rd & w cumberland st,NA,NA
300 block adams ave,NA,NA
4700 block leiper st,NA,NA
1500 block s napa st,NA,NA
1500 block s31st st,NA,NA
1100 block w venago st,NA,NA
1100 block w venango st,NA,NA
3500 block n 11th st,NA,NA
3000 block w norris st,NA,NA
400 block w clearfiled st,NA,NA
5200 block clarkson st,NA,NA
1900 block ruan st,NA,NA
20th & cumberland st,NA,NA
7th & butler st,NA,NA
n 7th st & w butler st,NA,NA
howell /  torresdale ave,NA,NA
7500 block elmwood st,NA,NA
wilton & girard,NA,NA
1100 block w somerset st,NA,NA
3300 block n5th st,NA,NA
5100 block hadfield st,NA,HYACINTH MONTESSORI
24th & nicholas st,NA,NA
5000 block chester ave,NA,NA
5400 block haverford ave,NA,NA
2100 block n 72nd ave,NA,NA
2200 block delhi st,NA,NA
54th and woodland ave,NA,NA
1900 block n 31st st,NA,NA
1900 block ingersoll st,NA,NA
4500 block n bouvier st,NA,NA
200 block e rittenhouse st,NA,NA
7500 block brookhaven rd,NA,NA
6700 block guyer ave,NA,NA
3000 block ruth st,NA,"CONWELL, RUSSELL MIDDLE SCHOOL"
1800 block n woodstock st,NA,NA
5100 block chester ave,NA,NA
29th and girard ave,NA,NA
2000 block bellevue st,NA,NA
55th & kingsessing ave,NA,NA
5500 block n hill creek dr,NA,NA
1400 block w wingohocking st,NA,NA
5000 block catherine st,NA,NA
27th and lehigh ave,NA,NA
700 block w lycoming st,NA,NA
5200 block pentridge st,NA,NA
1500 block ruan st,NA,NA
4700 block northwood st,NA,NA
600 block n 42nd st,NA,NA
300 block n water st,NA,NA
5300 block lindbergh boulevard,NA,NA
6400 block greenway ave,NA,NA
4300 block n 8th st,NA,NA
1900 block titan st,NA,NA
7100 block rodney st,NA,NA
3600 block castor ave,NA,NA
3900 block mt vernon st,NA,NA
13th & porter st,NA,"JENKS, ABRAM SCHOOL"
n 20th st & w montgomery av,NA,NA
5800 block pentridge st,NA,NA
1600 block s 52nd st,NA,NA
1400 block n26th st,NA,NA
1400 block n 26th st,NA,NA
6200 block locust st,NA,NA
800 block w clearfield st,NA,NA
900 block s 17th st,NA,"STANTON, EDWIN M. SCHOOL"
3900 block bott st,NA,NA
2100 block e westmorland st,NA,NA
400 block christian st,NA,NA
60th and master st,NA,NA
200 block e montana st,NA,NA
2300 block w york st,NA,NA
1400 block w cumberland st,NA,NA
1400 block cumberland st,NA,NA
2000 block sanger st,NA,"SULLIVAN, JAMES J. SCHOOL"
700 block e madsion st,NA,NA
2700 block n orkney st,NA,NA
600 block n creighton st,NA,NA
600 block ncrieghton st,NA,NA
500 block s university ave,NA,NA
500 block university ave,NA,NA
5700 block hasbrook ave,NA,NA
1000 block cherry st,NA,NA
2900 block w oakdale st,NA,NA
1700 block s 60th st,NA,NA
2900 block frankford ave apt b,NA,NA
1200 block n 50th st,NA,NA
2500 block s 24th st,NA,NA
7300 block sommers rd,NA,NA
3200 block n spangler st,NA,NA
1500 block overington st,NA,NA
3700 block frankford ave,NA,NA
2500 block e schiller st,NA,NA
4000 block howland st,NA,NA
0 block n hobert st,NA,NA
2000 block n 7th st,NA,NA
4800 block tackawana st,NA,NA
1100 block divinity st,NA,NA
5100 block saul st,NA,NA
5800 block beaumont st,NA,NA
600 block mifflins st,NA,NA
2400 block s 57th st,NA,NA
7000 block buist ave,NA,"PATTERSON, JOHN M. SCHOOL"
6300 block hawthorne st,NA,NA
27th st &  w montgomery av,NA,NA
300 block e ruscomb st,NA,NA
5600 block master st,NA,NA
2200 block w glenwood ave,NA,NA
7900 block linbergh blvd,NA,NA
7900 block lindbergh blvd,NA,NA
2400 block s 66th st,NA,NA
5800 block mcmahon st,NA,NA
2700 block n hancock st,NA,NA
4200 block unruh ave,NA,NA
7300 block andrews ave,NA,NA
2400 block w indiana ave,NA,NA
2100 block castor ave,NA,BETHEL BAPTIST ACADEMY
7700 block linbergh blvd,NA,NA
7900 block ridgeway st,NA,NA
3500 block k st,Market-Frankford Line - Tioga,NA
4200 block wayne ave,NA,NA
1800 block w rockland,NA,NA
5000 block portico st,NA,NA
3300 block malta st,NA,NA
5200 block addison st,NA,G.L.A. CHARTER @ HUEY
limekiln pk / ogontz ave,NA,NA
6600 block upland st,NA,NA
2800 block salmon st,NA,NA
600 block e clemetine st,NA,NA
0 block s 62nd st,NA,NA
1600 block n 62nd st,NA,NA
5300 block pentridge st,NA,NA
2500 block gordon st,NA,NA
1900 block e washington ln,NA,"PENNYPACKER, SAMUEL SCHOOL"
3800 block n13th st,NA,NA
3800 block n 13th st,NA,NA
100 block e albanus st,NA,NA
1800 block e wensley st,NA,NA
1200 block rising sun ave,NA,"BETHUNE, MARY MCLEOD SCHOOL"
4100 block aspen st,NA,NA
6500 block belmar st,NA,NA
5000 block n camac st,NA,NA
1200 block filbert st,NA,NA
2300 block morris st,NA,NA
2100 block w sedgley ave,NA,NA
ithan & arch sts,NA,NA
2700 block tulip st,NA,NA
3400 block frankford ave,NA,"WEBSTER, JOHN H. SCHOOL"
200 block e ontarion st,NA,NA
400 block e indiana st,NA,NA
2900 block howard st,NA,"SHEPPARD, ISAAC A. SCHOOL"
3300 block rorer street,NA,NA
2500 block jackson st,NA,NA
4600 block penn st,NA,NA
400 block e wyoming ave,NA,NA
200 block eerie ave,NA,NA
500 block n 7th st,NA,NA
800 block w diamond st,NA,NA
800 block diamond st,NA,NA
4900 block stenton ave apt 322,NA,NA
1700 block w lehigh ave,NA,NA
500 block e allegheny ave,NA,"ELKIN, LEWIS SCHOOL"
1100 block e sydney st,NA,NA
1800 block w wingohocking st,NA,NA
500 block master st,NA,LITTLE CITY MONTESSORI
26th & somerset st,NA,NA
1600 block w oxford ave,NA,NA
700 block w diamond st,NA,NA
6300 block jefferson st,NA,NA
"3300 block "" f"" st",NA,NA
3300 block g st,NA,NA
2400 block ardell st,NA,NA
4500 block n 12th st,NA,NA
2700 block winton terrace,NA,NA
2700 block winton ter,NA,NA
1700 block fontain st,NA,NA
800 block n 49th st,NA,NA
600 block w cumberland st,NA,NA
0 block n 57th st,NA,NA
3300 block argyle st,NA,NA
2000 block hellerman st,NA,NA
3000 block w clearfield st,NA,RHODES ELEMENTARY SCHOOL
2100 block taney terrace,NA,NA
3200 block n 2nd st,NA,NA
1600 block n 19th st,NA,NA
2500 block w cambria st,NA,NA
3900 block alfred st,NA,NA
500 block w huntingdon st,NA,NA
1600 block olney ave,NA,NA
1600 block w olney ave,NA,NA
800 block w glenwood ave,NA,NA
5700 block morton st,NA,NA
s 58th st  /  larchwood av,NA,NA
200 block w widener pl,NA,NA
3200 block american st,NA,NA
3700 block n 13th st,NA,NA
300 block e rockland st,NA,NA
3500 block n 7th st,NA,NA
1000 block w arizona st,NA,NA
5100 block c st,NA,NA
1800 block s columbus blvd,NA,NA
1200 block w clearfield st,NA,NA
2400 block n 29th st,NA,NA
2200 block mutter st,NA,NA
2200 block college ave,NA,NA
4700 block pechin st,NA,NA
3100 block fontain st,NA,NA
8200 block stenton ave,NA,NA
900 block s 22nd st,NA,NA
2600 block s 4th st,NA,NA
4200 block n 15th st,NA,NA
500 block w 65th ave,NA,NA
4000 block o st,NA,NA
1800 block w godfrey ave,NA,PRINCE HALL SCHOOL
2400 block n marshall st,NA,"HARTRANFT, JOHN F. SCHOOL"
1000 block rodman st,NA,NA
3200 block n 15th st,NA,NA
100 block n 10th st,NA,NA
2200 block s felton st,NA,NA
500 block w pike st,NA,NA
0 block e woodlawn st,NA,NA
4500 block old york rd 2nd fl,NA,NA
4600 block h street,NA,NA
6100 block oxford ave,NA,NA
2300 block n 7th st,NA,NA
6400 block n 11th st,NA,NA
6500 block windsor st (rear),NA,NA
3900 block wyalusing ave,NA,NA
100 block n 50th st,NA,NA
2200 block w lehigh st,NA,NA
5200 block marlowe st,NA,MASTERY CHARTER @ SMEDLEY
5700 block windsor st,NA,NA
1200 block w 68th ave,NA,NA
4400 block sheffield st,NA,NA
"1400 block wpoplar st apt ""a""",NA,NA
3400 block h street,NA,NA
4700 block oakmont st,NA,NA
6800 block lansdowne ave,NA,OVERBROOK EDUCATIONAL CENTER
1700 block w ontario st,NA,NA
4400 block cleveland st,NA,NA
1400 block e washington ln,NA,NA
3700 block mt vernon st,NA,NA
5700 block anderson st,NA,NA
1400 block s 25th st,NA,NA
2800 block stouton st,NA,NA
200 block s juniper st,NA,NA
3500 block emerald st,NA,NA
henry av  /  w queen la,NA,NA
3000 block n lawrence st,NA,NA
3000 block lawrence st,NA,NA
2600 block penrose ave,NA,NA
n 16th st & w lehigh av,NA,NA
5500 block harbison ave,NA,NA
5200 block a street,NA,NA
1700 block n 31st street,NA,NA
1700 block s 19th st,NA,NA
2500 block w page st,NA,NA
4300 block castor ave,NA,NA
4800 block florence st,NA,NA
5th & mckean st,NA,NA
2700 block ruth st,NA,NA
5500 block b street,NA,NA
5100 block n hutchinson st,NA,LINDLEY ACADEMY CHARTER @ BIRNEY
3000 block n 10th st,NA,NA
27th and berks st,NA,NA
500 block n conestoga st,NA,NA
700 block jackson st,NA,NA
1500 block roumfort rd,NA,NA
4100 block cambridge st,NA,NA
800 block lemon hill drive,NA,NA
200 block w hunting park ave,NA,NA
7100 block chew ave,NA,NA
4500 block n 4th st,NA,NA
13th & catherine st,NA,NA
4400 block n 6th st,NA,HUNTING PARK CHRISTIAN ACADEMY
1900 block w laveer st,NA,NA
1600 block andrews ave,NA,NA
2700 block moore st,NA,NA
4800 block comly st,NA,NA
100 block pleasant st,NA,NA
2700 block n16th st,NA,NA
5100 block griscom st,NA,NA
3100 block of n 33rd st,NA,NA
1600 block n 57th st,NA,NA
4800 block lancaster ave,NA,NA
5500 block pearl st,NA,NA
3900 block l street,NA,NA
1500 block n gratz st,NA,NA
2100 block college ave,NA,NA
2300 block glenwood ave,NA,NA
2300 block w glenwood ave,NA,NA
2200 block e venango st,NA,NA
1800 block cornwall st,NA,NA
1100 block w york st,NA,NA
2000 block w champlost st,NA,NA
2100 block granite st 2nd floor,NA,NA
100 block w susquehanna ave,NA,NA
1500 block w belfield ave,NA,NA
5300 block n marvine st,NA,NA
200 block e cliveden st,NA,NA
2700 block coral st,NA,NA
6400 block n broad st,NA,NA
5900 block osage ave,NA,NA
600 block s 59th st,NA,NA
1500 block wakeling st,NA,NA
2400 block w somerset st,NA,NA
4900 block hawthorne st,NA,NA
n 20th st & w berks st,NA,NA
2800 block w montgomery ave,NA,NA
16th & wyoming ave,NA,NA
n 25th st  /  w clearfield st,NA,NA
3300 block wharton st,NA,NA
5800 block n mascher st,NA,NA
broad & master st,NA,NA
5000 block n fairhill st,NA,NA
5800 block pulaski ave,NA,NA
4300 block aspen st,NA,NA
2300 block baily terrace,NA,NA
1500 block princeton ave,NA,NA
200 block w sedgley st,NA,NA
5000 block gransback st,NA,NA
5300 block wingohocking ter,NA,NA
900 block s 3rd st,NA,NA
26th & lehigh ave,NA,NA
2500 block s 65th st,NA,NA
5600 block broomall st,NA,NA
5100 block ludlow st,NA,NA
2400 block n 21st st,NA,NA
2400 block n21st st,NA,NA
6100 block upland st,NA,NA
6200 block n 2nd st,NA,NA
2900 block n croskey st,NA,"PEIRCE, THOMAS M. SCHOOL"
n 20th & w york st,NA,NA
2400 block n 7th st,NA,NA
1600 block s 20th st,NA,NA
1400 block arrott st,NA,NA
7900 block woolston ave,NA,NA
1500 block s 23rd st,NA,NA
5000 block greene st,NA,NA
3200 block n 13th st,NA,NA
1200 block w grange ave,NA,SAINTS TABERNACLE DAY SCHOOL
1600 block reed st,NA,NA
3000 block b street,NA,NA
1400 block parrish st,NA,NA
1400 block of lardner st,NA,NA
2300 block e ann st,NA,NA
2200 block mifflin st,NA,NA
400 block n 54th st,NA,NA
2400 block clifford st,NA,NA
2400 block wclifford st,NA,NA
5800 block fernwood st,NA,NA
900 block n marvine st,NA,NA
1500 block page st,NA,NA
2000 block n 30th st,NA,NA
2800 block n bambrey st,NA,NA
400 block felton st,NA,NA
4600 block wayne ave,NA,NA
2800 block n woodstock st,NA,NA
2800 block n woodtock st,NA,NA
5600 block boyer st,NA,NA
4800 block b street,NA,NA
2200 block greenwich st,NA,NA
2700 block s 54th dr,NA,NA
1800 block e venago st,NA,NA
3400 block n judson st,NA,NA
1800 block e venango st,NA,NA
3500 block belgrade st,NA,NA
4200 block of n fairhill st,NA,NA
5200 block n 2nd st,NA,NA
5900 block girard ave,NA,NA
700 block tasker st,NA,NA
5700 block leonard st,NA,NA
0 block s 45th st,NA,WEST CATHOLIC PREPARATORY HIGH SCHOOL
2100 block n 15th st,NA,NA
1400 block s patton st,NA,NA
4700 block lansing st,NA,NA
0 block w rockland st,NA,DEPAUL CATHOLIC SCHOOL
5300 block charles st,NA,MASTERY CHARTER @ SMEDLEY
1400 block frazier st,NA,NA
2900 block gordon st,NA,NA
2900 block w gordon st,NA,NA
1600 block w huntingdon st,NA,KIPP NORTH PHILADELPHIA CHARTER SCHOOL
2200 block s 27th st,NA,NA
100 block wruscomb st,NA,NA
700 block w susquehanna ave,NA,NA
2500 block w clearfield st,NA,NA
1000 block s 57th street,NA,NA
2100 block berks st,NA,NA
900 block n 43rd st,NA,NA
5500 block baynton st,NA,NA
2300 block w berks st,NA,NA
2700 block n 9th st,NA,NA
g and hunting park ave,NA,JUNIATA PARK ACADEMY
3000 block n 7th st,NA,NA
7200 block mansfield ave,NA,NA
600 block comly st,NA,NA
800 block w susquehanna ave,NA,NA
200 block e church ln,NA,NA
1900 block tasker st,NA,NA
500 block w cornwall st,NA,NA
3000 block w oakdale st,NA,NA
5900 block linbergh blvd,NA,NA
5900 block lindbergh blvd,NA,NA
7300 block elmwood ave,NA,NA
900 block e locust ave,NA,NA
2600 block n 24th st,NA,NA
600 block e my airy av,NA,NA
3000 block cecil b moore ave,NA,NA
6500 block summerdale ave,NA,NA
900 block w indiana ave,NA,NA
7100 block ardleigh st,NA,NA
1400 block n 25th st,NA,NA
4600 block mulberry st,NA,NA
800 block w duncannon st,NA,NA
300 block n felton st,NA,NA
5100 block whitby ave,NA,NA
500 block w lehigh ave,NA,NA
5400 block osage ave,NA,NA
1900 block e cornwall st,NA,NA
w dauphin st  /  ridge av,NA,NA
limekiln & andrews,NA,NA
2200 block e westmoreland st,NA,NA
1600 block mifflin st,NA,NA
2400 block n sydenham st,NA,NA
1900 block kingston st,NA,NA
1800 block s alden st,NA,NA
1800 block s alden,NA,NA
2100 block n redfield st,NA,NA
1400 block federal st,Broad Street Line - Ellsworth-Federal,NA
4500 block n 13th st,NA,NA
2100 block w grange st,NA,NA
3400 block n 18th st,NA,NA
60th & media st,NA,NA
6100 block osceola st,NA,NA
1100 block w grange ave,NA,SAINTS TABERNACLE DAY SCHOOL
6100 block frontenac st,NA,"CARNELL, LAURA H. SCHOOL"
1700 block w lindley ave,NA,"LOGAN, JAMES SCHOOL"
5900 block champlost st,NA,NA
2000 block e victoria st,NA,NA
100 block w chamlost ave,NA,NA
5500 block winter pl,NA,NA
5700 block wheeler st,NA,NA
5100 block knox st,NA,NA
3500 block janney st,NA,NA
2300 block bailey terrace,NA,NA
1000 block wagner st,NA,NA
200 block rubicam st,NA,"MORRISON, ANDREW J. SCHOOL"
500 block s 56th st,NA,NA
5200 block old york rd,NA,NA
2500 block jessup st,NA,NA
6700 block n 18th st,NA,NA
800 block n hutton st,NA,NA
1500 block s 31st st,NA,NA
61st & callowhill st,NA,NA
5500 block n 2nd st,NA,NA
9500 block leon st,NA,NA
1600 block w courtland st,NA,NA
3600 block aspen st,NA,"MC MICHAEL, MORTON SCHOOL"
200 block w apsley st,NA,NA
5200 block n 10th st,NA,NA
6100 block pine st,NA,NA
2900 block of n front st,NA,NA
2600 block ryan ave,NA,NA
200 block s 62nd st,NA,NA
1200 block n carlisle st,Broad Street Line - Girard,NA
3600 block n 8th st,NA,NA
5100 block n 4th st,NA,"MORRISON, ANDREW J. SCHOOL"
1500 block haines st,NA,NA
1700 block n 26th st,NA,NA
1600 block orthodox st,NA,NA
4900 block b street,NA,NA
300 block n 61st st,NA,NA
3300 block reed st,NA,NA
2200 block w susquehanna ave,NA,NA
3100 block w susquehanna ave,NA,ONE BRIGHT RAY MANSION
2200 block s 67th st,NA,NA
2100 block 75th ave,NA,NA
0 block n 53rd st,NA,NA
1000 block w clearfield st,NA,NA
41st & powelton ave,NA,NA
700 block w ruscomb st,NA,NA
2200 block stenton ave,NA,NA
1400 block n hobart st,NA,NA
1400 block hobart st,NA,NA
1900 block mckean st,NA,NA
5100 block camac st,NA,NA
3100 block of n 9th st,NA,NA
500 block s 17th st,NA,NA
800 block w york st,NA,NA
600 block n 12th st,NA,SPRING GARDEN SCHOOL
1900 block s 67th st,NA,NA
2500 block shields st,NA,TILDEN MIDDLE SCHOOL
1800 block n 61st st,NA,NA
5800 block hasbrook ave,NA,NA
5500 block pemberton st,NA,NA
600 block shunk st,NA,NA
4600 block stenton ave,NA,NA
2000 block church ln,NA,NA
300 block e sharpnack st,NA,"EMLEN, ELEANOR C. SCHOOL"
4200 block fairmount st,NA,NA
3500 block n marshall st,NA,NA
6500 block boyer st,NA,NA
3200 block tampa st,NA,NA
5600 block chrsitian st,NA,MASTERY CHARTER @ HARRITY
1800 block wharton st,NA,NA
900 block w cumberland st,NA,NA
5900 block irving st,NA,NA
5700 block w girard av,NA,NA
5700 block girard ave,NA,NA
300 block s 54th st,NA,NA
5800 block thompson st,NA,NA
5800 block w thompson st,NA,NA
1100 block n 38th st,NA,NA
3100 block n 7th st,NA,NA
2100 block n 30th st,NA,NA
4700 block brown st,NA,NA
700 block green st,NA,NA
4200 block n 9th st,NA,NA
300 block n christopher columbus blvd,NA,NA
2600 block s 69th st,NA,NA
1200 block s 51st st,NA,NA
700 block n 46th st,NA,NA
4600 block haverford ave,NA,"LOCKE, ALAIN SCHOOL"
4700 block disston st,NA,NA
6000 block race st,NA,NA
1400 block jfk blvd,NA,NA
5900 block filbert st,NA,NA
1200 block s 27th st,NA,NA
1500 block w courtland st,NA,NA
5800 block arch st,NA,NA
600 block n 35th st,NA,NA
5100 block harlan st,NA,NA
3500 block frankford ave,NA,DEEP ROOTS CHARTER SCHOOL
6000 block delancey st,NA,NA
100 block w diamond st,NA,NA
100 block diamond st,NA,NA
600 block e lippincott st,NA,NA
6500 block n 18th st,NA,NA
100 block w dauphin st,NA,NA
300 block w nedro ave,NA,NA
1100 block atwood rd,NA,NA
300 block e william st,NA,NA
3600 block brandywine st,NA,NA
800 block brooklyn st,NA,NA
5300 block duffield st,NA,NA
3900 block n franklin st,NA,NA
3800 block n 6th st,NA,NA
3900 block ford rd,NA,NA
300 block e eleanor st,NA,NA
1900 block  haines st,NA,NA
3600 block sepviva st,NA,NA
400 block e haines st,NA,LOTUS ACADEMY
400 block lemonte st,NA,NA
3600 block wallace st,NA,NA
3600 block n 15th st,NA,NA
400 block n dearborn st,NA,NA
3900 block n 9th st,NA,NA
3600 block aramingo ave,NA,NA
4000 block n marshall st,NA,NA
4000 block wells st,NA,NA
400 block w chew ave,NA,NA
3800 block castor ave,NA,NA
4000 block green st,NA,NA
6300 block ogontz ave,NA,NA
6600 block castor ave,NA,NA
6700 block malvern ave,NA,NA
6200 block callowhill st,NA,NA
6200 block belfield ave,NA,NA
6200 block limekiln pk,NA,NA
600 block w venango st,NA,NA
6200 block magnolia st,NA,NA
6900 block eastwood st,NA,NA
600 block e ontario st,NA,NA
600 block w fisher ave,NA,NA
6900 block torresdale ave a,NA,NA
6900 block torresdale ave,NA,NA
6300 block moylan st,NA,NA
1200 block s 17th st,NA,NA
1200 block n 30th st,NA,NA
1200 block parrish st,NA,NA
1300 block e johnson st,NA,NA
1300 block w cambria st,NA,NA
1300 block e carey st,NA,NA
0 block s 40th st,Market-Frankford Line - 40th,NA
1400 block s 10th st,NA,NA
1400 block n 75th st,NA,NA
1500 block s lindenwood st,NA,NA
1500 block hellerman st,NA,NA
1500 block s corlies st,NA,NA
1500 block s 22nd st,NA,NA
1500 block w diamond st,NA,"DUCKREY, TANNER SCHOOL"
1600 block e lycoming st,NA,NA
2400 block n 26th st,NA,NA
1800 block plymouth st,NA,NA
2700 block w glenwood ave,NA,NA
200 block e mayfield st,NA,NA
4600 block n marvine st,NA,NA
7100 block state rd,NA,NA
3300 block waterloo st,NA,NA
5800 block pemberton st,NA,NA
5000 block osage ave,NA,NA
2500 block n opal st,NA,NA
600 block n 37th st,NA,NA
700 block e madison st,NA,NA
2100 block n dover st,NA,NA
3800 block n 15th st,NA,NA
4100 block presidential blvd,NA,NA
4100 block brown st,NA,NA
400 block w diamond st,NA,"MCKINLEY, WILLIAM SCHOOL"
400 block e allegheny ave,NA,NA
3900 block frankford ave,NA,NA
400 block w olney ave,NA,NA
400 block s 62nd st,NA,NA
400 block ewyoming ave,NA,NA
4100 block reese st,NA,NA
4100 block n reese st,NA,NA
4200 block rhawn st,NA,NA
4200 block ogden st,NA,NA
4200 block n 8th st,NA,NA
6300 block vine st,NA,NA
600 block e wyoming st,NA,NA
6300 block theodore ave,NA,ST BARNABAS CATHOLIC SCHOOL
700 block e kingston st,NA,NA
600 block w clearfield st,NA,NA
700 block w norris st,NA,THE U SCHOOL
6600 block ross st,NA,NA
7000 block castor ave,NA,NA
7000 block wheeler st,NA,NA
6600 block woodland ave,NA,NA
